perf,Performance,e,d,nm,norm,seed
"[0.6535, 0.6772, 0.7047, 0.7126, 0.7244, 0.7323, 0.7441, 0.748, 0.748, 0.748, 0.748, 0.748, 0.752, 0.752, 0.7559]",0.7533,PrivacyFree,,,,43
"[0.6299, 0.6811, 0.6772, 0.7126, 0.7244, 0.7362, 0.748, 0.7638, 0.752, 0.7638, 0.7638, 0.7598, 0.7677, 0.7638, 0.7638]",0.7651,ThreeLevels-0-StrongForAll,0.001,12.2509765625,1.0,43
"[0.6457, 0.6772, 0.6929, 0.7126, 0.7244, 0.7165, 0.7244, 0.7283, 0.7283, 0.7244, 0.7323, 0.7244, 0.7362, 0.7283, 0.7402]",0.7349,ThreeLevels-0-Ours,0.001,12.2509765625,1.0,43
"[0.6378, 0.6772, 0.7047, 0.7165, 0.7087, 0.7283, 0.7323, 0.748, 0.7362, 0.7402, 0.7402, 0.7598, 0.752, 0.7559, 0.752]",0.7533,ThreeLevels-0-Dropout,0.001,12.2509765625,1.0,43
"[0.6181, 0.6969, 0.7047, 0.7047, 0.7047, 0.7283, 0.7323, 0.7441, 0.7402, 0.7441, 0.752, 0.7441, 0.7402, 0.752, 0.7441]",0.7454,BoundedPareto-0-StrongForAll,0.001,12.2509765625,1.0,43
"[0.6457, 0.685, 0.6929, 0.7008, 0.6969, 0.6969, 0.7165, 0.7205, 0.7205, 0.7205, 0.7323, 0.7244, 0.7362, 0.7402, 0.7402]",0.7389,BoundedPareto-0-Ours,0.001,12.2509765625,1.0,43
"[0.6102, 0.6339, 0.6693, 0.6614, 0.6693, 0.6614, 0.6772, 0.6417, 0.6614, 0.689, 0.6969, 0.7087, 0.7205, 0.7244, 0.7283]",0.7244,BoundedPareto-0-Dropout,0.001,12.2509765625,1.0,43
"[0.622, 0.6496, 0.7165, 0.7244, 0.7559, 0.7362, 0.7244, 0.6929, 0.6929, 0.689, 0.7008, 0.6969, 0.7244, 0.7126, 0.6969]",0.7113,BoundedMixGauss-0-StrongForAll,0.001,12.2509765625,1.0,43
"[0.6063, 0.6417, 0.6772, 0.689, 0.7205, 0.7165, 0.7283, 0.7244, 0.7283, 0.7362, 0.7441, 0.748, 0.7402, 0.7402, 0.7441]",0.7415,BoundedMixGauss-0-Ours,0.001,12.2509765625,1.0,43
"[0.622, 0.6969, 0.7008, 0.6929, 0.7008, 0.7283, 0.6969, 0.7323, 0.7126, 0.7205, 0.7126, 0.6772, 0.7205, 0.689, 0.7126]",0.7074,BoundedMixGauss-0-Dropout,0.001,12.2509765625,1.0,43
"[0.6535, 0.6772, 0.7087, 0.7126, 0.7244, 0.7362, 0.748, 0.748, 0.748, 0.748, 0.748, 0.7441, 0.752, 0.748, 0.7441]",0.7480333333333333,PrivacyFree,,,,44
"[0.6181, 0.6457, 0.685, 0.7047, 0.7126, 0.7087, 0.7008, 0.7165, 0.7087, 0.7205, 0.7165, 0.689, 0.6929, 0.7087, 0.7087]",0.7034,ThreeLevels-0-StrongForAll,0.001,12.2509765625,1.0,44
"[0.622, 0.6732, 0.7008, 0.6969, 0.7205, 0.7244, 0.7244, 0.7283, 0.7283, 0.7402, 0.7402, 0.7362, 0.7362, 0.7362, 0.7323]",0.7349,ThreeLevels-0-Ours,0.001,12.2509765625,1.0,44
"[0.6457, 0.6772, 0.685, 0.6575, 0.6732, 0.6772, 0.685, 0.6693, 0.6732, 0.6732, 0.6732, 0.685, 0.7047, 0.685, 0.6929]",0.6942,ThreeLevels-0-Dropout,0.001,12.2509765625,1.0,44
"[0.6496, 0.6535, 0.6535, 0.6654, 0.6772, 0.6969, 0.7165, 0.7126, 0.7165, 0.7323, 0.7402, 0.7283, 0.7244, 0.7244, 0.7323]",0.727,BoundedPareto-0-StrongForAll,0.001,12.2509765625,1.0,44
"[0.6339, 0.6693, 0.6929, 0.6969, 0.7087, 0.7047, 0.7126, 0.7323, 0.7283, 0.7402, 0.7441, 0.7441, 0.7441, 0.7559, 0.748]",0.7493,BoundedPareto-0-Ours,0.001,12.2509765625,1.0,44
"[0.6299, 0.7008, 0.689, 0.685, 0.6969, 0.7008, 0.7205, 0.7244, 0.7402, 0.7323, 0.7362, 0.7283, 0.7205, 0.7165, 0.7165]",0.7178,BoundedPareto-0-Dropout,0.001,12.2509765625,1.0,44
"[0.6024, 0.6614, 0.7087, 0.7244, 0.7165, 0.7402, 0.7283, 0.7323, 0.7323, 0.7362, 0.7283, 0.7244, 0.7244, 0.7244, 0.7283]",0.7257,BoundedMixGauss-0-StrongForAll,0.001,12.2509765625,1.0,44
"[0.6339, 0.6614, 0.6811, 0.6929, 0.6969, 0.7087, 0.7283, 0.7323, 0.7244, 0.7323, 0.7244, 0.7323, 0.7205, 0.7441, 0.7323]",0.7323,BoundedMixGauss-0-Ours,0.001,12.2509765625,1.0,44
"[0.6024, 0.6299, 0.6181, 0.5906, 0.6299, 0.6496, 0.7047, 0.6654, 0.6693, 0.6693, 0.689, 0.6535, 0.6772, 0.6969, 0.7008]",0.6916,BoundedMixGauss-0-Dropout,0.001,12.2509765625,1.0,44
"[0.6535, 0.6732, 0.7047, 0.7126, 0.7244, 0.7362, 0.748, 0.748, 0.748, 0.748, 0.748, 0.748, 0.752, 0.7441, 0.7441]",0.7467333333333332,PrivacyFree,,,,45
"[0.6417, 0.689, 0.7008, 0.7165, 0.7126, 0.7244, 0.7402, 0.748, 0.7559, 0.7441, 0.7559, 0.7323, 0.7362, 0.7323, 0.7362]",0.7349,ThreeLevels-0-StrongForAll,0.001,12.2509765625,1.0,45
"[0.6299, 0.6535, 0.6575, 0.6772, 0.6969, 0.7165, 0.7126, 0.7165, 0.7126, 0.7165, 0.7283, 0.7323, 0.7362, 0.7362, 0.7402]",0.7375,ThreeLevels-0-Ours,0.001,12.2509765625,1.0,45
"[0.6693, 0.6654, 0.7008, 0.7244, 0.7165, 0.7362, 0.7244, 0.7441, 0.7598, 0.7441, 0.752, 0.7165, 0.7047, 0.7126, 0.7283]",0.7152,ThreeLevels-0-Dropout,0.001,12.2509765625,1.0,45
"[0.6299, 0.6811, 0.689, 0.6929, 0.7165, 0.7244, 0.7126, 0.7126, 0.7126, 0.6969, 0.6929, 0.7126, 0.7205, 0.7205, 0.7205]",0.7205,BoundedPareto-0-StrongForAll,0.001,12.2509765625,1.0,45
"[0.6417, 0.6732, 0.6811, 0.7008, 0.7047, 0.7126, 0.7205, 0.7244, 0.7323, 0.748, 0.7559, 0.7598, 0.7559, 0.7638, 0.7598]",0.7598,BoundedPareto-0-Ours,0.001,12.2509765625,1.0,45
"[0.6299, 0.6496, 0.685, 0.6693, 0.7283, 0.689, 0.6496, 0.6614, 0.689, 0.6772, 0.689, 0.6693, 0.6929, 0.6654, 0.6811]",0.6798,BoundedPareto-0-Dropout,0.001,12.2509765625,1.0,45
"[0.6142, 0.6732, 0.6929, 0.6772, 0.7165, 0.6969, 0.7087, 0.6969, 0.6969, 0.7087, 0.6811, 0.7126, 0.7165, 0.7126, 0.7126]",0.7139,BoundedMixGauss-0-StrongForAll,0.001,12.2509765625,1.0,45
"[0.6378, 0.685, 0.7087, 0.6969, 0.7126, 0.7047, 0.7087, 0.7126, 0.7165, 0.7283, 0.7323, 0.7244, 0.7244, 0.7244, 0.7402]",0.7297,BoundedMixGauss-0-Ours,0.001,12.2509765625,1.0,45
"[0.6417, 0.6535, 0.6102, 0.6693, 0.6811, 0.6496, 0.6654, 0.6772, 0.6654, 0.6969, 0.6929, 0.6496, 0.6457, 0.6378, 0.7047]",0.6627,BoundedMixGauss-0-Dropout,0.001,12.2509765625,1.0,45
"[0.6535, 0.6811, 0.7047, 0.7126, 0.7205, 0.7323, 0.748, 0.748, 0.748, 0.748, 0.748, 0.752, 0.752, 0.752, 0.7559]",0.7533,PrivacyFree,,,,46
"[0.6496, 0.6575, 0.6614, 0.7008, 0.7008, 0.7047, 0.6969, 0.7165, 0.7283, 0.7441, 0.7441, 0.7323, 0.7323, 0.7362, 0.7441]",0.7375,ThreeLevels-0-StrongForAll,0.001,12.2509765625,1.0,46
"[0.6496, 0.685, 0.7008, 0.7087, 0.7047, 0.7165, 0.7165, 0.7165, 0.7244, 0.7323, 0.7362, 0.7441, 0.7441, 0.7402, 0.7402]",0.7415,ThreeLevels-0-Ours,0.001,12.2509765625,1.0,46
"[0.6732, 0.7126, 0.6732, 0.6654, 0.6654, 0.6535, 0.6693, 0.6693, 0.6732, 0.6614, 0.6614, 0.6693, 0.6811, 0.6732, 0.685]",0.6798,ThreeLevels-0-Dropout,0.001,12.2509765625,1.0,46
"[0.5984, 0.6378, 0.6732, 0.6811, 0.7008, 0.7126, 0.7244, 0.7165, 0.7244, 0.7165, 0.7323, 0.7126, 0.7205, 0.7126, 0.7283]",0.7205,BoundedPareto-0-StrongForAll,0.001,12.2509765625,1.0,46
"[0.6496, 0.6732, 0.7126, 0.7047, 0.7244, 0.7362, 0.748, 0.7441, 0.748, 0.7441, 0.748, 0.748, 0.748, 0.748, 0.748]",0.748,BoundedPareto-0-Ours,0.001,12.2509765625,1.0,46
"[0.6614, 0.7362, 0.7402, 0.7323, 0.7205, 0.7402, 0.752, 0.7362, 0.7441, 0.7402, 0.752, 0.752, 0.7598, 0.7402, 0.748]",0.7493,BoundedPareto-0-Dropout,0.001,12.2509765625,1.0,46
"[0.6496, 0.6614, 0.6654, 0.6496, 0.6417, 0.7244, 0.7047, 0.7323, 0.748, 0.7441, 0.752, 0.7677, 0.752, 0.748, 0.7244]",0.7415,BoundedMixGauss-0-StrongForAll,0.001,12.2509765625,1.0,46
"[0.6339, 0.6693, 0.7008, 0.7165, 0.7244, 0.7283, 0.7323, 0.7441, 0.748, 0.7441, 0.7402, 0.7441, 0.7402, 0.748, 0.7559]",0.748,BoundedMixGauss-0-Ours,0.001,12.2509765625,1.0,46
"[0.626, 0.6417, 0.7165, 0.7047, 0.7205, 0.7323, 0.7598, 0.7441, 0.7323, 0.7323, 0.7323, 0.7323, 0.7323, 0.7244, 0.7323]",0.7297,BoundedMixGauss-0-Dropout,0.001,12.2509765625,1.0,46
